"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","lexptot"
"321",63101,0,3,6,45,1,0,8,2,24950,2038.441,240.1671,2378.609,0,1,0.4394693,1,0.25,11,10.1999998092651,16.7999992370605,7,3,72.8000030517578,7.77469146745486
"322",63101,1,3,6,45,1,0,8,2,24950,2001.286,262.2141,2663.5,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,7.88777170173684
"323",63111,0,3,6,48,1,0,7,5,10700,2240.769,267.4915,2608.26,0,1,0.4394693,1,0.25,11,10.1999998092651,16.7999992370605,7,3,72.8000030517578,7.86682193521174
"324",63111,1,3,6,55,1,0,5,5,10700,1791.853,378.9417,2570.794,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,7.85235898883727
"325",71021,0,1,7,50,1,0,6,1,23925,3844.202,753.4086,4697.61,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.45502199927622
"326",71021,1,1,7,70,1,0,7,1,23925,2637.511,578.0793,3615.591,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.19328714842265
"327",71031,0,1,7,56,1,0,12,13,48150,3426.884,2172.646,5699.529,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.64831425653388
"328",71031,1,1,7,75,1,0,12,13,48150,2491.09,758.4473,3649.538,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.2026298329749
"329",71035,0,1,7,47,1,12,6,120,277400,5781.835,3472.849,9354.684,0,0,1.32,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,9.1437393520161
"330",71035,1,1,7,53,1,12,6,237,442333.2,6556.142,3462.918,10419.06,0,0,1.38,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,9.25148807344817
"331",71041,0,1,7,29,1,1,5,1,18150,2835.188,282.0221,3217.21,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.0765805833473
"332",71041,1,1,7,37,1,0,6,1,18150,3001.308,589.8406,3991.149,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.29208496138411
"333",71054,0,1,7,55,1,2,7,5,33280,2354.404,277.5272,2731.931,0,0,1.914,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,7.91312993862802
"334",71054,1,1,7,60,1,0,5,20,158066,4275.544,1898.498,6574.042,0,0,1.6675,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.79103624485826
"335",71071,0,1,7,60,1,3,5,6,27725,2972.095,564.7528,3636.848,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.19914757700675
"336",71071,1,1,7,70,1,5,5,6,27725,3086.751,575.1792,4061.93,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.30965966719053
"337",71091,0,1,7,45,0,3,8,57,334630,2677.485,1798.661,4576.146,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.42883093876844
"338",71091,1,1,7,66,0,5,9,57,334630,3822.198,1288.402,5510.6,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.61461024111975
"339",71101,0,1,7,32,0,0,2,1,3375,3344.69,259.0869,3703.777,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,8.21737834698489
"340",71101,1,1,7,45,0,3,1,1,3375,6958.993,6949.52,14308.51,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,9.56867963017528
"341",71111,0,1,7,33,1,8,5,6,31740,2152.386,250.4754,2502.862,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,7.82558961888019
"342",71111,1,1,7,45,1,9,5,6,31740,4050.886,1136.825,5587.711,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.62850394921921
"343",71141,0,1,7,24,1,0,6,3,8500,2027.61,183.1111,2310.72,0,1,0.605,1,0.9,12.1000003814697,9.60000038146973,16.7999992370605,8,2.40000009536743,67.5999984741211,7.74574711519175
"344",71141,1,1,7,35,1,1,4,3,8500,3736.635,553.1873,4689.823,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,8.45336332578969
"345",72014,0,2,7,41,1,5,8,12,97900,3634.968,847.6705,4582.637,0,0,2.2425,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.43024806677733
"346",72014,1,2,7,55,1,8,8,24,789755.1,7056.943,8566.789,16023.73,0,0,2.2425,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,9.68188843297298
"347",72015,0,2,7,60,1,8,6,140,288450,4318.419,891.2137,5309.633,0,0,0.9966666,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.5774663161707
"348",72015,1,2,7,65,1,7,6,198,1733076,6070.285,1374.791,7845.076,0,0,0.9966666,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.96776881318702
"349",72021,0,2,7,45,1,7,4,15,31675,2651.49,5161.445,7912.937,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.97638066133749
"350",72021,1,2,7,28,1,0,3,1,947.3542,3867.01,1604.863,5871.873,0,0,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.67809923090594
"351",72024,0,2,7,45,1,0,7,1.5,5481.5,1619.117,105.9627,1825.08,0,0,2.2425,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,7.50992687180529
"352",72024,1,2,7,45,0,0,5,1.5,5481.5,2616.322,665.99,3682.312,0,1,2.2425,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.21156762640581
"353",72035,0,2,7,50,1,3,5,77,114680,3668.761,404.9171,4173.678,0,0,0.9966666,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.33679250856211
"354",72035,1,2,7,60,1,6,9,77,114680,4626.096,1455.617,6481.713,0,1,0.9966666,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.77689437456681
"355",72061,0,2,7,28,1,0,4,2,7500,3197.385,275.6484,3573.033,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.18144992902873
"356",72061,1,2,7,42,1,0,6,2,7500,6440.655,4116.479,10957.13,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,9.30183692550673
"357",72071,0,2,7,33,1,0,6,1,26850,2530.18,611.9664,3242.146,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.08429912533712
"358",72071,1,2,7,42,1,0,6,1,26850,5792.394,3773.627,9966.021,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,9.20703702191818
"359",72081,0,2,7,38,0,0,6,27,168090,2749.693,420.1429,3269.836,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.09280088870885
"360",72081,1,2,7,45,0,0,4,27,168090,3067.736,694.4443,4162.18,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.33403448430972
"361",72091,0,2,7,31,1,0,6,21,94825,3304.254,728.2809,4132.534,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.32688801013368
"362",72091,1,2,7,38,1,0,7,21,94825,4126.211,2686.329,7212.54,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.88371509452884
"363",72121,0,2,7,55,1,0,4,4,29450,2719.477,347.8707,3167.348,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.06096559538626
"364",72121,1,2,7,80,1,0,5,4,29450,3239.951,881.5806,4521.532,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.41682729297687
"365",72131,0,2,7,27,1,0,3,8,21830,3223.38,705.7044,4029.085,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.30154274652971
"366",72131,1,2,7,35,1,0,4,8,21830,3471.376,844.8369,4716.213,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,8.45897343808415
"367",72141,0,2,7,41,1,0,3,1,7800,3801.047,787.1933,4688.24,0,1,0.4682143,1,0.75,11,10.8000001907349,14.3999996185303,7,2.40000009536743,65,8.45302580140099
"368",72141,1,2,7,45,1,0,2,1,7800,9353.093,3857.085,13610.18,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,9.51864679284238
"369",73021,0,3,7,34,1,1,5,2,7385,2939.435,433.4161,3472.851,1,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.15301905584095
"370",73021,1,3,7,39,1,1,6,1,1201.11,2725.222,628.6372,3753.859,0,0,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.2308060135598
"371",73031,0,3,7,50,1,1,7,1,2185,1767.66,210.8496,2078.51,1,0,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,7.63988756801968
"372",73031,1,3,7,68,1,0,6,1,2185,2765.823,386.0471,3551.87,1,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.17551100655344
"373",73044,0,3,7,32,1,0,3,3,10710,2998.09,1490.316,4588.407,0,0,1.431435,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.43150610080856
"374",73044,1,3,7,35,1,0,5,3,10710,2748.41,2403.979,5552.389,0,1,1.431435,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.62216365101209
"375",73051,0,3,7,32,1,0,5,3,13430,2450.462,210.3243,2760.786,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,7.92363285088061
"376",73051,1,3,7,42,1,0,5,3,13430,4007.038,863.4458,5270.483,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.57006700612325
"377",73064,0,3,7,65,1,0,8,24,40660,2811.792,735.2234,3647.016,0,0,1.431435,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.20193873714952
"378",73064,1,3,7,56,0,0,5,48,69089.19,3703.343,954.7974,5058.14,0,0,1.431435,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.52895178736228
"379",73091,0,3,7,25,1,0,2,1,1280,3032.75,987.6397,4120.39,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.32394576408497
"380",73091,1,3,7,40,1,0,2,1,1280,5255.109,1049.533,6704.642,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.81070454057281
"381",73111,0,3,7,31,1,0,5,5,16050,2538.845,430.7275,3069.573,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.02961946811638
"382",73111,1,3,7,52,1,0,6,5,16050,3182.433,834.574,4417.007,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.39344396840615
"383",73121,0,3,7,52,1,0,4,4,7700,2815.458,445.5516,3361.01,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.12029428838412
"384",73121,1,3,7,75,1,0,6,4,7700,3623.404,940.5872,4963.991,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.51016676378881
"385",73131,0,3,7,55,1,0,4,1,250,2957.654,485.1242,3542.778,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.17294866867942
"386",73131,1,3,7,30,1,0,4,1,250,2771.349,803.5593,3974.909,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.2880086801906
"387",73141,0,3,7,58,1,0,14,240,282350,3337.263,640.4286,4077.692,0,1,0.6966546,1,0.75,11,9.60000038146973,12,7,3,62.4000015258789,8.31353162776352
"388",73141,1,3,7,66,1,6,5,211,340019,4778.996,1072.541,6251.536,0,0,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,8.74074242043212
"389",81011,0,1,8,48,1,5,6,7.51,17640,4098.545,830.1119,5028.656,0,0,0.8691206,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.52310687109308
"390",81011,1,1,8,58,1,3,4,7.51,17640,2089.254,839.085,3328.339,0,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.11052906477256
"391",81015,0,1,8,26,1,0,4,66.25,48520,2965.793,322.8611,3388.654,0,0,1.799591,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.12848313026876
"392",81015,1,1,8,33,1,0,6,66.25,48520,1834.709,285.334,2520.043,0,1,1.799591,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,7.83242798376598
"393",81021,0,1,8,48,1,7,5,1,13570,2896.818,712.6071,3709.425,1,0,0.8691206,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.21890170429659
"394",81021,1,1,8,62,1,6,7,1,13570,3644.22,6737.815,10782.04,1,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,9.28572980841799
"395",81034,0,1,8,32,1,2,5,1,1150,2776.266,203.6848,3079.951,0,0,0.8343558,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.0329935945429
"396",81034,1,1,8,43,1,3,3,1,1150,3872.423,4772.86,9045.283,1,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,9.11010923409409
"397",81035,0,1,8,30,1,8,3,312.5,202270,5493.61,994.6799,6588.292,0,0,1.799591,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.7932011862166
"398",81035,1,1,8,40,1,9,3,290,304334.2,6810.123,2043.578,9253.701,0,0,1.799591,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,9.13288691762456
"399",81041,0,1,8,30,1,4,4,10,17660,2291.893,1029.454,3421.347,1,1,0.8691206,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.13808185199972
"400",81041,1,1,8,42,1,4,5,10,17660,3686.832,399.2419,4486.074,0,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.40895609792824
"401",81044,0,1,8,40,1,0,8,50,26910,2070.558,198.0392,2368.598,0,0,0.8343558,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,7.77047559948887
"402",81044,1,1,8,52,1,1,8,160,146197,2187.711,431.8074,3019.519,0,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.01318394990829
"403",81054,0,1,8,29,1,0,4,20,19160,3171.39,747.6706,4019.061,0,0,0.8343558,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.2990523556273
"404",81054,1,1,8,38,1,0,5,25,33556.64,2353.228,387.062,3140.29,0,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.05238882256105
"405",81071,0,1,8,27,1,0,3,5.625,10250,3032.75,358.9378,3491.688,1,1,0.8691206,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,8.15842691931729
"406",81071,1,1,8,36,1,0,5,5.625,10250,4043.578,462.1736,4905.752,1,1,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.49836749476788
"407",81081,0,1,8,38,1,0,7,45,52660,2090.741,238.3677,2429.109,1,1,0.8691206,1,0.4,9.35000038146973,7.80000019073486,12,9,3,72.8000030517578,7.79569139129567
"408",81081,1,1,8,42,1,0,6,45,52660,3010.444,500.7444,3911.188,1,1,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,8.27185208725971
"409",82024,0,2,8,28,1,0,4,1,3330,3565.647,553.3959,4219.043,0,0,1.868132,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.3476005965516
"410",82024,1,2,8,38,1,2,5,1,3330,2543.24,778.1836,3721.424,0,1,1.868132,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.22213034796291
"411",82025,0,2,8,40,1,12,5,250,238950,5757.026,1659.077,7516.103,0,0,0.7326007,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.92493610335844
"412",82025,1,2,8,46,1,12,6,250,238950,3377.994,1855.235,5633.229,1,1,0.7326007,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.63661559368768
"413",82035,0,2,8,35,1,0,6,73.5,124600,2908.552,534.2394,3542.791,0,0,0.7326007,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.17295233707404
"414",82035,1,2,8,41,1,0,7,73.5,124600,2134.447,1054.656,3589.103,1,1,0.7326007,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.18593617187855
"415",82041,0,2,8,46,1,0,8,125,200475,3381.611,675.6377,4157.248,1,1,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.33284911069897
"416",82041,1,2,8,52,1,0,3,125,200475,3269.725,2029.368,5699.093,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.64823776947901
"417",82061,0,2,8,22,1,0,5,6,25660,3865.256,557.7759,4523.033,1,1,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.41715913163912
"418",82061,1,2,8,32,1,0,3,6,25660,2602.066,607.8855,3609.952,1,0,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.19172672847241
"419",82071,0,2,8,30,1,0,9,59,92680,2971.132,1676.002,4747.135,1,0,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.46550718834978
"420",82071,1,2,8,39,1,0,6,59,92680,4031.218,739.8384,5171.056,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.551025567366
"421",82081,0,2,8,50,0,0,4,73.75,103150,2603.833,263.2372,2967.07,0,1,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,7.99566718891481
"422",82081,1,2,8,57,0,0,1,73.75,103150,3128.976,1400.731,4929.707,0,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.50323766446274
"423",82091,0,2,8,32,1,1,4,1,3040,4401.82,1227.126,5728.945,0,1,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.65346121105888
"424",82091,1,2,8,40,1,0,5,1,3040,2510.759,420.2192,3330.979,0,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.11132170074586
"425",82101,0,2,8,23,1,3,5,130,327730,3944.309,1239.941,5284.251,0,1,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.57267539008103
"426",82101,1,2,8,34,1,0,5,130,327730,3178.238,1472.459,5050.697,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.5274795054247
"427",82111,0,2,8,45,1,0,5,32.5,67240,2839.953,1489.962,4429.915,1,0,0.7051282,1,0.99,9.35000038146973,7.80000019073486,14.3999996185303,9,3,72.8000030517578,8.39636138798683
"428",82111,1,2,8,52,1,0,5,32.5,67240,2205.982,1079.307,3685.289,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,8.2123755399311
"429",83011,0,3,8,45,1,1,4,1,9050,3483.33,438.5742,4021.904,0,1,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.2997593088761
"430",83011,1,3,8,58,1,0,4,1,9050,4410.61,656.7192,5467.33,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.60672854715665
"431",83025,0,3,8,25,1,0,3,167.5,87951,3894.86,590.0451,4584.905,0,0,1.307815,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.43074274798305
"432",83025,1,3,8,27,0,0,3,102,62911.09,1897.415,568.4126,2865.828,0,0,1.307815,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,7.96096147105965
"433",83034,0,3,8,32,1,0,4,8,6075,2271.018,301.9774,2672.995,0,0,1.511962,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,7.89132888780225
"434",83034,1,3,8,40,1,0,4,8,6075,2319.664,458.4519,3178.116,0,1,1.511962,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.06435844970717
"435",83041,0,3,8,42,1,0,4,7,21370,4022.726,371.3574,4494.083,0,1,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.41073941169631
"436",83041,1,3,8,54,1,0,4,7,21370,3159.426,839.9309,4399.357,0,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.38944095297861
"437",83071,0,3,8,45,1,0,6,24,37175,2918.661,542.6432,3561.304,0,1,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.17816280551953
"438",83071,1,3,8,57,1,0,6,24,37175,2782.063,1670.275,4852.339,0,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.4874222006643
"439",83091,0,3,8,38,1,0,6,5,50520,3008.199,4059.369,7167.568,1,1,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.87746119258679
"440",83091,1,3,8,42,1,0,9,5,50520,2030.947,633.0731,3064.02,1,0,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.0278093736345
"441",83111,0,3,8,45,1,0,8,5.01,5006,2277.388,315.704,2693.092,1,0,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,7.89881650635009
"442",83111,1,3,8,49,1,0,3,5.01,5006,2868.228,954.1208,4222.348,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.34838345741137
"443",83121,0,3,8,30,1,4,6,1,24780,3103.515,1553.312,4756.826,1,0,0.7097288,1,0.4,8.80000019073486,8.39999961853027,12,9,3,72.8000030517578,8.46754612020682
"444",83121,1,3,8,44,1,5,6,1,24780,2790.635,832.3184,4022.953,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,8.30002003179089
"445",91012,0,1,9,52,1,7,13,49,77600,2526.987,1630.641,4257.628,1,0,0.8225108,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.35670232166141
"446",91012,1,1,9,55,1,6,12,49,77600,2735.88,939.8542,4075.734,1,0,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,8.31305145663877
"447",91022,0,1,9,62,1,0,5,81,194540,3540.792,1211.672,4852.465,1,1,0.8225108,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.48744816183546
"448",91022,1,1,9,65,1,0,3,81,194540,3734.38,5018.722,9153.102,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,9.12195736382138
"449",91044,0,1,9,27,1,7,5,2,9885,3750.211,3389.087,7239.298,0,0,0.9350649,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.8874176447537
"450",91044,1,1,9,36,1,5,7,23.5,51820.27,2800.302,762.2336,3962.535,0,0,0.9350649,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,8.28489158281725
"451",91052,0,1,9,41,1,0,7,1,14470,3258.952,262.54,3621.492,0,1,0.8225108,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.1949174657728
"452",91052,1,1,9,42,1,0,5,1,14470,4109.081,442.5498,4951.631,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,8.5076742295101
"453",91062,0,1,9,42,1,0,4,2,14015,4276.177,699.6544,5075.832,0,1,0.8225108,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.53244272399217
"454",91062,1,1,9,27,1,0,3,2,14015,2994.542,419.5427,3814.084,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,8.24671796182478
"455",91072,0,1,9,38,0,0,3,10,14940,3552.65,479.5006,4132.151,0,1,0.8225108,1,0.95,11,10.8000001907349,12,10,2.40000009536743,72.8000030517578,8.32679534904879
"456",91072,1,1,9,45,0,0,2,10,14940,1358.438,306.1984,2064.637,0,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,7.6331939324029
