"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","exptot0","exptot91"
"129",53054,1,3,5,55,1,0,9,138,145100,2156.659,410.5203,2977.179,0,1,0.6315789,1,0.05,16.9960994720459,8.12040042877197,12.9924001693726,10.455,2.84159994125366,56.3003997802734,0,2997.028
"130",53091,1,3,5,40,1,0,6,45,63700,3501.15,784.9507,4696.101,0,1,1.315789,1,0.05,16.9960994720459,8.12040042877197,12.9924001693726,10.455,2.84159994125366,56.3003997802734,0,2711.994
"131",53101,1,3,5,85,1,4,8,60,110400,4557.789,1616,6583.789,0,1,1.315789,1,0.05,16.9960994720459,8.12040042877197,12.9924001693726,10.455,2.84159994125366,56.3003997802734,0,3227.623
"132",53111,1,3,5,48,1,0,6,65,73600,2029.142,534.5785,2973.721,0,1,1.315789,1,0.05,16.9960994720459,8.12040042877197,12.9924001693726,10.455,2.84159994125366,56.3003997802734,0,2188.308
"133",61014,1,1,6,70,0,0,2,7,12060,3899.039,422.9258,4731.965,0,1,1.230769,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,5068.253
"134",61015,1,1,6,70,1,0,3,126,178102.6,2894.393,349.6189,3654.011,0,0,1.179487,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,3452.952
"135",61025,1,1,6,35,0,0,4,162,236161.9,4219.109,389.0918,5018.201,0,0,1.179487,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,3349.942
"136",61031,1,1,6,40,1,0,8,7.5,26550,1511.368,225.8424,2147.211,0,1,0.8589743,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,2753.701
"137",61034,1,1,6,45,1,0,9,66.5,122547,2368.686,548.8643,3327.55,0,0,1.230769,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,4297.163
"138",61044,1,1,6,40,1,0,6,4,32345.38,2341.318,777.0562,3528.374,0,0,1.230769,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,3257.019
"139",61051,1,1,6,60,1,8,11,195,277720,3396.941,513.6628,4320.604,1,0,0.8589743,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,4862.998
"140",61101,1,1,6,50,1,0,6,99,57400,2067.939,254.8835,2732.822,0,1,0.8589743,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,2432.376
"141",61121,1,1,6,60,1,0,8,39,77550,3116.119,475.3687,4001.487,0,1,0.8589743,1,0.6,11.164999961853,11.368800163269,19.488000869751,6.868,3.04559993743896,49.2621994018555,0,4973.472
"142",62025,1,2,6,65,1,5,5,215,738300,5779.402,28691.3,34880.7,1,0,0.5175038,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,5469.792
"143",62034,1,2,6,30,1,0,3,3,22364.33,3741.147,418.4148,4559.562,0,0,1.278539,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,8215.654
"144",62041,1,2,6,40,1,0,4,4,24970,4752.334,473.6772,5626.012,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,5479.664
"145",62044,1,2,6,25,1,0,4,3,18100,4662.336,971.0381,6033.374,0,1,1.278539,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,4446.683
"146",62051,1,2,6,25,1,0,4,2,2842.063,2673.569,321.4238,3394.993,0,0,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,6761.229
"147",62061,1,2,6,60,1,8,6,45,84500,4599.179,1342.085,6341.264,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,4866.851
"148",62071,1,2,6,45,1,4,4,3,20600,5452.7,1336.446,7189.146,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,4798.161
"149",62091,1,2,6,40,1,0,7,5,35000,3846.645,757.8833,5004.528,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,5570.018
"150",62101,1,2,6,30,1,3,5,1,4450,4366.491,1023.143,5789.633,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,5132.908
"151",62111,1,2,6,45,1,6,6,4,27600,4642.938,1057.879,6100.817,0,1,1.004566,1,0.65,10.9174995422363,9.74400043487549,19.488000869751,6.716,3.24839997291565,49.2621994018555,0,6979.118
"152",63015,1,3,6,81,1,2,5,74,341250.5,4773.041,669.915,5842.956,0,0,0.6301824,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,7711.665
"153",63021,1,3,6,55,1,0,5,0.5,4200,2389.498,355.9346,3145.432,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,3321.067
"154",63025,1,3,6,46,1,0,9,97,236838.5,5620.065,1304.492,7324.558,0,0,0.6301824,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,5608.876
"155",63034,1,3,6,55,1,1,9,8.5,189700,2969.88,451.8728,3821.753,0,1,2.567164,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,3957.663
"156",63041,1,3,6,49,1,0,10,1,122350,4177.02,359.3184,4936.338,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,8037.324
"157",63044,1,3,6,40,1,0,8,7,109595.4,2176.208,239.3762,2815.584,0,0,2.567164,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,3108.537
"158",63051,1,3,6,57,1,8,3,4,74750,6728.02,877.4297,8005.449,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,9920.933
"159",63054,1,3,6,50,1,3,6,10,212714.8,3849.416,1960.121,6209.537,0,0,2.567164,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,7160.979
"160",63091,1,3,6,40,1,5,4,1,15900,3886.859,279.1309,4565.99,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,2942.207
"161",63101,1,3,6,45,1,0,8,2,24950,2001.286,262.2141,2663.5,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,2378.609
"162",63111,1,3,6,55,1,0,5,5,10700,1791.853,378.9417,2570.794,0,1,0.4394693,1,0.7,14.391300201416,9.74400043487549,16.2408008575439,8.853,3.04559993743896,43.9841995239258,0,2608.26
"163",71021,1,1,7,70,1,0,7,1,23925,2637.511,578.0793,3615.591,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,4697.61
"164",71031,1,1,7,75,1,0,12,13,48150,2491.09,758.4473,3649.538,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,5699.529
"165",71035,1,1,7,53,1,12,6,237,442333.2,6556.142,3462.918,10419.06,0,0,1.38,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,9354.684
"166",71041,1,1,7,37,1,0,6,1,18150,3001.308,589.8406,3991.149,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,3217.21
"167",71054,1,1,7,60,1,0,5,20,158066,4275.544,1898.498,6574.042,0,0,1.6675,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,2731.931
"168",71071,1,1,7,70,1,5,5,6,27725,3086.751,575.1792,4061.93,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,3636.848
"169",71091,1,1,7,66,0,5,9,57,334630,3822.198,1288.402,5510.6,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,4576.146
"170",71101,1,1,7,45,0,3,1,1,3375,6958.993,6949.52,14308.51,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,3703.777
"171",71111,1,1,7,45,1,9,5,6,31740,4050.886,1136.825,5587.711,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,2502.862
"172",71141,1,1,7,35,1,1,4,3,8500,3736.635,553.1873,4689.823,0,1,0.6325,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.43600010871887,52.7812995910645,0,2310.72
"173",72014,1,2,7,55,1,8,8,24,789755.1,7056.943,8566.789,16023.73,0,0,2.2425,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,4582.637
"174",72015,1,2,7,65,1,7,6,198,1733076,6070.285,1374.791,7845.076,0,0,0.9966666,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,5309.633
"175",72021,1,2,7,28,1,0,3,1,947.3542,3867.01,1604.863,5871.873,0,0,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,7912.937
"176",72024,1,2,7,45,0,0,5,1.5,5481.5,2616.322,665.99,3682.312,0,1,2.2425,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,1825.08
"177",72035,1,2,7,60,1,6,9,77,114680,4626.096,1455.617,6481.713,0,1,0.9966666,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,4173.678
"178",72061,1,2,7,42,1,0,6,2,7500,6440.655,4116.479,10957.13,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,3573.033
"179",72071,1,2,7,42,1,0,6,1,26850,5792.394,3773.627,9966.021,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,3242.146
"180",72081,1,2,7,45,0,0,4,27,168090,3067.736,694.4443,4162.18,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,3269.836
"181",72091,1,2,7,38,1,0,7,21,94825,4126.211,2686.329,7212.54,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,4132.534
"182",72121,1,2,7,80,1,0,5,4,29450,3239.951,881.5806,4521.532,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,3167.348
"183",72131,1,2,7,35,1,0,4,8,21830,3471.376,844.8369,4716.213,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,4029.085
"184",72141,1,2,7,45,1,0,2,1,7800,9353.093,3857.085,13610.18,0,1,0.4682143,1,0.9,11.9097003936768,10.5564002990723,11.368800163269,7.326,2.0304000377655,56.3003997802734,0,4688.24
"185",73021,1,3,7,39,1,1,6,1,1201.11,2725.222,628.6372,3753.859,0,0,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,3472.851
"186",73031,1,3,7,68,1,0,6,1,2185,2765.823,386.0471,3551.87,1,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,2078.51
"187",73044,1,3,7,35,1,0,5,3,10710,2748.41,2403.979,5552.389,0,1,1.431435,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,4588.407
"188",73051,1,3,7,42,1,0,5,3,13430,4007.038,863.4458,5270.483,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,2760.786
"189",73064,1,3,7,56,0,0,5,48,69089.19,3703.343,954.7974,5058.14,0,0,1.431435,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,3647.016
"190",73091,1,3,7,40,1,0,2,1,1280,5255.109,1049.533,6704.642,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,4120.39
"191",73111,1,3,7,52,1,0,6,5,16050,3182.433,834.574,4417.007,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,3069.573
"192",73121,1,3,7,75,1,0,6,4,7700,3623.404,940.5872,4963.991,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,3361.01
"193",73131,1,3,7,30,1,0,4,1,250,2771.349,803.5593,3974.909,0,1,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,3542.778
"194",73141,1,3,7,66,1,6,5,211,340019,4778.996,1072.541,6251.536,0,0,0.6966546,1,0.95,10.2971000671387,8.12040042877197,9.74400043487549,6.334,2.0304000377655,56.3003997802734,0,4077.692
"195",81011,1,1,8,58,1,3,4,7.51,17640,2089.254,839.085,3328.339,0,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,5028.656
"196",81015,1,1,8,33,1,0,6,66.25,48520,1834.709,285.334,2520.043,0,1,1.799591,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,3388.654
"197",81021,1,1,8,62,1,6,7,1,13570,3644.22,6737.815,10782.04,1,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,3709.425
"198",81034,1,1,8,43,1,3,3,1,1150,3872.423,4772.86,9045.283,1,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,3079.951
"199",81035,1,1,8,40,1,9,3,290,304334.2,6810.123,2043.578,9253.701,0,0,1.799591,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,6588.292
"200",81041,1,1,8,42,1,4,5,10,17660,3686.832,399.2419,4486.074,0,0,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,3421.347
"201",81044,1,1,8,52,1,1,8,160,146197,2187.711,431.8074,3019.519,0,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,2368.598
"202",81054,1,1,8,38,1,0,5,25,33556.64,2353.228,387.062,3140.29,0,0,0.8343558,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,4019.061
"203",81071,1,1,8,36,1,0,5,5.625,10250,4043.578,462.1736,4905.752,1,1,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,3491.688
"204",81081,1,1,8,42,1,0,6,45,52660,3010.444,500.7444,3911.188,1,1,0.8691206,1,0.97,15.3835000991821,9.74400043487549,11.368800163269,9.463,2.43600010871887,49.2621994018555,0,2429.109
"205",82024,1,2,8,38,1,2,5,1,3330,2543.24,778.1836,3721.424,0,1,1.868132,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,4219.043
"206",82025,1,2,8,46,1,12,6,250,238950,3377.994,1855.235,5633.229,1,1,0.7326007,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,7516.103
"207",82035,1,2,8,41,1,0,7,73.5,124600,2134.447,1054.656,3589.103,1,1,0.7326007,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,3542.791
"208",82041,1,2,8,52,1,0,3,125,200475,3269.725,2029.368,5699.093,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,4157.248
"209",82061,1,2,8,32,1,0,3,6,25660,2602.066,607.8855,3609.952,1,0,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,4523.033
"210",82071,1,2,8,39,1,0,6,59,92680,4031.218,739.8384,5171.056,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,4747.135
"211",82081,1,2,8,57,0,0,1,73.75,103150,3128.976,1400.731,4929.707,0,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,2967.07
"212",82091,1,2,8,40,1,0,5,1,3040,2510.759,420.2192,3330.979,0,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,5728.945
"213",82101,1,2,8,34,1,0,5,130,327730,3178.238,1472.459,5050.697,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,5284.251
"214",82111,1,2,8,52,1,0,5,32.5,67240,2205.982,1079.307,3685.289,1,1,0.7051282,1,0.99,14.8873996734619,9.74400043487549,12.9924001693726,9.158,2.43600010871887,49.2621994018555,0,4429.915
"215",83011,1,3,8,58,1,0,4,1,9050,4410.61,656.7192,5467.33,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,4021.904
"216",83025,1,3,8,27,0,0,3,102,62911.09,1897.415,568.4126,2865.828,0,0,1.307815,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,4584.905
"217",83034,1,3,8,40,1,0,4,8,6075,2319.664,458.4519,3178.116,0,1,1.511962,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,2672.995
"218",83041,1,3,8,54,1,0,4,7,21370,3159.426,839.9309,4399.357,0,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,4494.083
"219",83071,1,3,8,57,1,0,6,24,37175,2782.063,1670.275,4852.339,0,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,3561.304
"220",83091,1,3,8,42,1,0,9,5,50520,2030.947,633.0731,3064.02,1,0,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,7167.568
"221",83111,1,3,8,49,1,0,3,5.01,5006,2868.228,954.1208,4222.348,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,2693.092
"222",83121,1,3,8,44,1,5,6,1,24780,2790.635,832.3184,4022.953,1,1,0.7097288,1,0.98,14.6387996673584,8.9315996170044,12.9924001693726,9.005,2.43600010871887,49.2621994018555,0,4756.826
"223",91012,1,1,9,55,1,6,12,49,77600,2735.88,939.8542,4075.734,1,0,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,4257.628
"224",91022,1,1,9,65,1,0,3,81,194540,3734.38,5018.722,9153.102,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,4852.465
"225",91044,1,1,9,36,1,5,7,23.5,51820.27,2800.302,762.2336,3962.535,0,0,0.9350649,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,7239.298
"226",91052,1,1,9,42,1,0,5,1,14470,4109.081,442.5498,4951.631,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,3621.492
"227",91062,1,1,9,27,1,0,3,2,14015,2994.542,419.5427,3814.084,1,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,5075.832
"228",91072,1,1,9,45,0,0,2,10,14940,1358.438,306.1984,2064.637,0,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,4132.151
"229",91082,1,1,9,46,0,0,1,1,1350,4112.871,895.2495,5408.12,0,1,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,5100.289
"230",91122,1,1,9,30,1,8,9,219,188950,5219.169,14406.17,20025.34,1,0,0.8225108,1,0.9,11.9097003936768,8.9315996170044,8.12040042877197,7.326,2.0304000377655,49.2621994018555,0,6351.257
"231",92014,1,2,9,44,1,10,6,25,20580,3137.998,853.2954,4391.293,0,1,1.26,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,3654.033
"232",92022,1,2,9,48,1,8,5,305,144990,2431.993,651.3738,3483.367,1,0,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,3251.281
"233",92024,1,2,9,48,1,0,8,45,21460,3016.139,447.5403,3863.679,0,1,1.26,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,3015.251
"234",92025,1,2,9,45,0,0,3,258,198573.6,4109.036,1009.834,5518.87,0,0,3.566667,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,3958.162
"235",92032,1,2,9,42,1,3,5,282,95180,2883.476,515.3604,3798.836,0,1,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,2596.982
"236",92034,1,2,9,45,1,0,6,3,7490,2384.851,600.6677,3385.519,1,0,1.26,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,2189.942
"237",92035,1,2,9,20,1,9,3,756,442838.7,5609.69,3937.61,9947.3,0,0,3.566667,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,8377.761
"238",92062,1,2,9,46,1,0,4,10,10490,3570.849,570.4424,4541.291,1,0,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,4216.015
"239",92072,1,2,9,46,1,6,7,5,14975,2826.499,2472.111,5698.61,1,0,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,3309.895
"240",92092,1,2,9,36,1,1,12,3,15500,3260.928,1128.479,4789.408,1,0,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,2154.272
"241",92112,1,2,9,42,1,0,6,3.5,11000,2459.512,625.8176,3485.33,1,1,0.25,1,0.94,10.6688995361328,8.12040042877197,8.12040042877197,6.563,2.0304000377655,52.7812995910645,0,2905.639
"242",93012,1,3,9,33,1,10,4,1,53575,3891.596,925.8696,5217.465,1,0,0.5592841,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,6452.385
"243",93014,1,3,9,60,1,5,7,9,24340.23,2537.556,2556.406,5493.962,0,0,0.885906,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,3430.631
"244",93015,1,3,9,62,1,5,8,334,245263.2,3617.201,1729.26,5746.461,0,0,2.95302,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,5081.417
"245",93022,1,3,9,45,1,10,5,130,138860,4596.563,1957.64,6954.202,0,1,0.5592841,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,3295.371
"246",93024,1,3,9,29,1,0,3,11,8424.685,2778.906,649.1633,3828.069,0,0,0.885906,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,5163.083
"247",93025,1,3,9,54,1,5,7,272,194627.2,3772.016,1015.022,5187.039,0,0,2.95302,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,3058.152
"248",93032,1,3,9,36,1,9,4,180,164310,3661.524,589.5586,4651.083,1,1,0.5592841,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,4377.062
"249",93034,1,3,9,66,1,0,5,40,30491.27,2244.011,293.0032,2937.014,0,0,0.885906,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,2891.246
"250",93035,1,3,9,48,1,10,4,510,275140,3137.096,1023.481,4560.577,0,1,2.95302,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,4184.74
"251",93054,1,3,9,66,1,2,2,20,13909.19,1854.107,218.2297,2472.337,0,0,0.885906,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,3952.999
"252",93072,1,3,9,50,1,5,6,28,16240,1947.49,427.5498,2775.039,0,1,0.5592841,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,2963.951
"253",93122,1,3,9,72,1,2,7,1,6130,2135.8,281.7896,2817.59,0,1,0.5592841,1,0.94,11.164999961853,8.9315996170044,8.12040042877197,6.868,1.62360000610352,52.7812995910645,0,4780.067
"254",101012,1,1,10,40,1,2,5,67,55660,3220.463,1132.765,4753.228,1,1,0.216895,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2746.984
"255",101014,1,1,10,30,1,0,4,17,33732.58,3196.305,562.6606,4158.966,0,0,1.726027,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2560.41
"256",101015,1,1,10,65,0,0,6,190,81000,2912.888,497.3608,3810.249,0,1,2.922374,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3185.31
"257",101022,1,1,10,32,1,8,4,41,41430,3323.183,512.417,4235.6,1,1,0.216895,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2416.19
"258",101025,1,1,10,55,1,0,5,284,166599,3752.605,832.3186,4984.924,0,0,2.922374,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3775.25
